product_title,count_of_reviews,product_url,part_number,product_description,center_electrode_core_material,center_electrode_tip_material,electrical_terminal_type,ground_electrode_core_material,ground_electrode_quantity,ground_electrode_tip_design,ground_electrode_tip_material,hex_size,pre_gap_size,reach,resistance,resistor_type,seat_type,thread_diameter,electrode_core_material,electrode_tip_material,ground_configuration,manufacturer_heat_range,skuid,units_sold,product_attributes,product_reviews,product_warranty,sale_price,price_tier,search_term,category,revenue,market_share
Autolite Copper Resistor Spark Plug,2 reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-5503/5531713-P?searchTerm=Spark%20Plugs,Part # 5503,[],Copper,Nickel,Stud,Nickel,1,Tapered,Nickel,"5/8"" in",0.044 in,19.5 mm,4000,Yes,Flat,14 mm,NA,NA,NA,NA,5531713,0,Copper Resistor Spark Plug,(2 reviews),2 YR REPLACEMENT IF DEFECTIVE,3.09,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0,0
NGK V-Power Spark Plug,4 reviews,https://shop.advanceautoparts.com/p/ngk-v-power-spark-plug-5584/5531683-P?searchTerm=Spark%20Plugs,Part # 5584,[],Copper Core,Nickel w/ V-groove,NA,Nickel Core,1,Standard,NA,5/8 in,NA,19 mm,NA,NA,Gasket,14 mm,nickel with V groove,nickel with V groove,Standard,5,5531683,4,V-Power Spark Plug,(4 reviews),60 DAY REPLACEMENT IF DEFECTIVE,3.59,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,14.36,6.15E-05
NGK V-Power Spark Plug,84 reviews,https://shop.advanceautoparts.com/p/ngk-v-power-spark-plug-4291/5531675-P?searchTerm=Spark%20Plugs,Part # 4291,[],Copper Core,Nickel w/ V-groove,NA,Nickel Core,1,Standard,NA,5/8 in,NA,19 mm,NA,NA,Gasket,14 mm,nickel with V groove,nickel with V groove,Standard,6,5531675,109,V-Power Spark Plug,(84 reviews),60 DAY REPLACEMENT IF DEFECTIVE,3.49,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,380.41,0.00163043
NGK V-Power Spark Plug,27 reviews,https://shop.advanceautoparts.com/p/ngk-v-power-spark-plug-2087/5531667-P?searchTerm=Spark%20Plugs,Part # 2087,[],Copper Core,Nickel w/ V-groove,NA,Nickel Core,1,Standard,NA,05-Aug,NA,19 mm,NA,NA,Gasket,14 mm,nickel with V groove,nickel with V groove,Standard,5,5531667,39,V-Power Spark Plug,(27 reviews),60 DAY REPLACEMENT IF DEFECTIVE,3.49,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,136.11,0.000583
ACDelco RAPIDFIRE Spark Plug,2 reviews,https://shop.advanceautoparts.com/p/acdelco-rapidfire-spark-plug-10/5531624-P?searchTerm=Spark%20Plugs,Part # 10,[],NA,Platinum,NA,NA,1,Single Prong Electrode,NA,16,0.035 in,0.441 in,NA,Yes,Tapered,0.551 in,NA,NA,None,12,5531624,0,RAPIDFIRE Spark Plug,(2 reviews),3 YR REPLACEMENT IF DEFECTIVE,5.59,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0,0
ACDelco RAPIDFIRE Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/acdelco-rapidfire-spark-plug-8/5531608-P?searchTerm=Spark%20Plugs,Part # 8,[],NA,Platinum,NA,NA,1,None,NA,16,0.035 in,0.689 in,NA,Yes,Tapered,0.551 in,NA,NA,None,12,5531608,0,RAPIDFIRE Spark Plug,(0 reviews),3 YR REPLACEMENT IF DEFECTIVE,5.39,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0,0
ACDelco RAPIDFIRE Spark Plug,4 reviews,https://shop.advanceautoparts.com/p/acdelco-rapidfire-spark-plug-7/5531594-P?searchTerm=Spark%20Plugs,Part # 7,[],NA,Platinum,NA,NA,1,Single Prong Electrode,NA,20.8,0.035 in,0.374 in,NA,Yes,Flat,0.551 in,NA,NA,None,12,5531594,4,RAPIDFIRE Spark Plug,(4 reviews),3 YR REPLACEMENT IF DEFECTIVE,5.49,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,21.96,9.41E-05
ACDelco RAPIDFIRE Spark Plug,16 reviews,https://shop.advanceautoparts.com/p/acdelco-rapidfire-spark-plug-6/5531160-P?searchTerm=Spark%20Plugs,Part # 6,[],NA,Platinum,NA,NA,1,None,NA,16,0.045 in,0.689 in,NA,Yes,Tapered,0.551 in,NA,NA,None,14,5531160,19,RAPIDFIRE Spark Plug,(16 reviews),3 YR REPLACEMENT IF DEFECTIVE,5.79,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,110.01,0.000472
ACDelco RAPIDFIRE Spark Plug,46 reviews,https://shop.advanceautoparts.com/p/acdelco-rapidfire-spark-plug-5/5530865-P?searchTerm=Spark%20Plugs,Part # 5,[],Copper,Platinum,NA,NA,1,Single Prong Electrode,NA,16mm,0.045 in,0.748 in,NA,Yes,Flat,0.551 in,NA,NA,None,12,5530865,3,RAPIDFIRE Spark Plug,(46 reviews),3 YR REPLACEMENT IF DEFECTIVE,5.79,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,17.37,7.44E-05
ACDelco RAPIDFIRE Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/acdelco-rapidfire-spark-plug-4/5530857-P?searchTerm=Spark%20Plugs,Part # 4,[],Copper,Platinum,NA,NA,1,Single Prong Electrode,NA,13/16 in,0.041 in,0.752 in,NA,Yes,Flat,0.551 in,NA,NA,Single,8,5530857,15,RAPIDFIRE Spark Plug,(0 reviews),3 YR REPLACEMENT IF DEFECTIVE,5.79,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,86.85,0.000372
ACDelco RAPIDFIRE Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/acdelco-rapidfire-spark-plug-3/5530849-P?searchTerm=Spark%20Plugs,Part # 3,[],Copper,Platinum,NA,NA,1,Single Prong Electrode,NA,5/8 in,0.045 in,0.689 in,NA,Yes,Tapered,0.551 in,NA,NA,Single,14,5530849,0,RAPIDFIRE Spark Plug,(0 reviews),3 YR REPLACEMENT IF DEFECTIVE,5.59,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0,0
ACDelco RAPIDFIRE Spark Plug,3 reviews,https://shop.advanceautoparts.com/p/acdelco-rapidfire-spark-plug-2/5530628-P?searchTerm=Spark%20Plugs,Part # 2,[],Copper,Platinum,NA,NA,1,Single Prong Electrode,NA,16 mm,0.045 in,0.441 in,NA,Yes,Tapered,0.551 in,NA,NA,Single,17,5530628,18,RAPIDFIRE Spark Plug,(3 reviews),3 YR REPLACEMENT IF DEFECTIVE,5.79,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,104.22,0.000447
ACDelco RAPIDFIRE Spark Plug,22 reviews,https://shop.advanceautoparts.com/p/acdelco-rapidfire-spark-plug-1/5530474-P?searchTerm=Spark%20Plugs,Part # 1,[],Copper,Platinum,NA,NA,1,Single Prong Electrode,NA,5/8 in,0.045 in,0.441 in,NA,Yes,Tapered,0.551 in,NA,NA,Single,12,5530474,36,RAPIDFIRE Spark Plug,(22 reviews),3 YR REPLACEMENT IF DEFECTIVE,5.79,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,208.44,0.000893
Autolite Copper Non-Resistor Spark Plug,4 reviews,https://shop.advanceautoparts.com/p/autolite-copper-non-resistor-spark-plug-4316/5411068-P?searchTerm=Spark%20Plugs,Part # 4316,[],Copper,Nickel,Stud,Nickel,1,Tapered,Nickel,"13/16"" in",0.03 in,11 mm,1,No,Flat,14 mm,NA,NA,NA,NA,5411068,32,Copper Non-Resistor Spark Plug,(4 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.29,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,73.28,0.000314
Autolite Copper Non-Resistor Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-copper-non-resistor-spark-plug-4173/5411025-P?searchTerm=Spark%20Plugs,Part # 4173,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"13/16"" in",0.028 in,13 mm,1,No,Flat,12 mm,NA,NA,NA,NA,5411025,6,Copper Non-Resistor Spark Plug,(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.19,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,13.14,5.63E-05
Autolite Copper Non-Resistor Spark Plug,2 reviews,https://shop.advanceautoparts.com/p/autolite-copper-non-resistor-spark-plug-4093/5410991-P?searchTerm=Spark%20Plugs,Part # 4093,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"13/16"" in",0.03 in,13 mm,1,No,Flat,14 mm,NA,NA,NA,NA,5410991,51,Copper Non-Resistor Spark Plug,(2 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.99,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,152.49,0.000654
Autolite Copper Resistor Spark Plug,1 review,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-4062/5410959-P?searchTerm=Spark%20Plugs,Part # 4062,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"13/16"" in",0.03 in,19.5 mm,5000,Yes,Flat,14 mm,NA,NA,NA,NA,5410959,59,Copper Resistor Spark Plug,(1 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.29,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,135.11,0.000579
Autolite Copper Non-Resistor Spark Plug,3 reviews,https://shop.advanceautoparts.com/p/autolite-copper-non-resistor-spark-plug-2852/5410886-P?searchTerm=Spark%20Plugs,Part # 2852,[],Copper,Nickel,Stud,Nickel,1,Tapered,Nickel,"13/16"" in",0.05 in,13 mm,1,No,Flat,14 mm,NA,NA,NA,NA,5410886,11,Copper Non-Resistor Spark Plug,(3 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.49,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,27.39,0.000117
Autolite Copper Non-Resistor Spark Plug,2 reviews,https://shop.advanceautoparts.com/p/autolite-copper-non-resistor-spark-plug-2634/5410851-P?searchTerm=Spark%20Plugs,Part # 2634,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"13/16"" in",0.04 in,13 mm,1,No,Flat,14 mm,NA,NA,NA,NA,5410851,16,Copper Non-Resistor Spark Plug,(2 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.29,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,36.64,0.000157
Autolite Copper Non-Resistor Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-copper-non-resistor-spark-plug-353/5410819-P?searchTerm=Spark%20Plugs,Part # 353,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"13/16"" in",0.03 in,9.5 mm,1,No,Flat,14 mm,NA,NA,NA,NA,5410819,15,Copper Non-Resistor Spark Plug,(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.59,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,38.85,0.000167
Autolite Copper Non-Resistor Spark Plug - Display Pack,3 reviews,https://shop.advanceautoparts.com/p/autolite-copper-non-resistor-spark-plug-display-pack-295dp/5410800-P?searchTerm=Spark%20Plugs,Part # 295DP,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"13/16"" in",0.03 in,9.5 mm,1,No,Flat,14 mm,NA,NA,NA,NA,5410800,7,Copper Non-Resistor Spark Plug - Display Pack,(3 reviews),2 YR REPLACEMENT IF DEFECTIVE,1.99,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,13.93,5.97E-05
Autolite Copper Non-Resistor Spark Plug - Display Pack,No Reviews,https://shop.advanceautoparts.com/p/autolite-copper-non-resistor-spark-plug-display-pack-258dp/5410797-P?searchTerm=Spark%20Plugs,Part # 258DP,[],Copper,Nickel,Stud,Nickel,1,Tapered,Nickel,"3/4"" in",0.025 in,9.5 mm,1,No,Flat,14 mm,NA,NA,NA,NA,5410797,7,Copper Non-Resistor Spark Plug - Display Pack,(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,1.99,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,13.93,5.97E-05
Autolite Copper Non-Resistor Spark Plug,8 reviews,https://shop.advanceautoparts.com/p/autolite-copper-non-resistor-spark-plug-4194/5410762-P?searchTerm=Spark%20Plugs,Part # 4194,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"5/8"" in",0.025 in,13 mm,1,No,Flat,10 mm,NA,NA,NA,NA,5410762,167,Copper Non-Resistor Spark Plug,(8 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.09,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,349.03,0.001495936
Autolite Copper Non-Resistor Spark Plug,1 review,https://shop.advanceautoparts.com/p/autolite-copper-non-resistor-spark-plug-4092/5410754-P?searchTerm=Spark%20Plugs,Part # 4092,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"13/16"" in",0.03 in,13 mm,1,No,Flat,14 mm,NA,NA,NA,NA,5410754,30,Copper Non-Resistor Spark Plug,(1 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.29,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,68.7,0.000294
Autolite Double Platinum Spark Plug,22 reviews,https://shop.advanceautoparts.com/p/autolite-double-platinum-spark-plug-app606/5394708-P?searchTerm=Spark%20Plugs,Part # APP606,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Platinum,"5/8"" in",0.06 in,17 mm,4000,Yes,Tapered,14 mm,NA,NA,NA,NA,5394708,104,Double Platinum Spark Plug,(22 reviews),5 YR REPLACEMENT IF DEFECTIVE,5.79,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,602.16,0.002580846
Autolite Double Platinum Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-double-platinum-spark-plug-app45/5394686-P?searchTerm=Spark%20Plugs,Part # APP45,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Platinum,"13/16"" in",0.044 in,11 mm,4000,Yes,Tapered,18 mm,NA,NA,NA,NA,5394686,0,Double Platinum Spark Plug,(0 reviews),5 YR REPLACEMENT IF DEFECTIVE,5.79,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0,0
Autolite Double Platinum Spark Plug,1 review,https://shop.advanceautoparts.com/p/autolite-double-platinum-spark-plug-app63/5394651-P?searchTerm=Spark%20Plugs,Part # APP63,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Platinum,"13/16"" in",0.032 in,19.5 mm,4000,Yes,Flat,14 mm,NA,NA,NA,NA,5394651,4,Double Platinum Spark Plug,(1 reviews),5 YR REPLACEMENT IF DEFECTIVE,5.79,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,23.16,9.93E-05
Autolite Double Platinum Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-double-platinum-spark-plug-app65/5394643-P?searchTerm=Spark%20Plugs,Part # APP65,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Platinum,"13/16"" in",0.035 in,19.5 mm,4000,Yes,Flat,14 mm,NA,NA,NA,NA,5394643,0,Double Platinum Spark Plug,(0 reviews),5 YR REPLACEMENT IF DEFECTIVE,5.79,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0,0
Autolite Double Platinum Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-double-platinum-spark-plug-app24/5394627-P?searchTerm=Spark%20Plugs,Part # APP24,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Platinum,"5/8"" in",0.044 in,11 mm,5000,Yes,Tapered,14 mm,NA,NA,NA,NA,5394627,2,Double Platinum Spark Plug,(0 reviews),5 YR REPLACEMENT IF DEFECTIVE,5.79,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,11.58,4.96E-05
Autolite Double Platinum Spark Plug,5 reviews,https://shop.advanceautoparts.com/p/autolite-double-platinum-spark-plug-app26/5394600-P?searchTerm=Spark%20Plugs,Part # APP26,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Platinum,"5/8"" in",0.045 in,11 mm,4000,Yes,Tapered,14 mm,NA,NA,NA,NA,5394600,18,Double Platinum Spark Plug,(5 reviews),5 YR REPLACEMENT IF DEFECTIVE,5.79,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,104.22,0.000447
Autolite Double Platinum Spark Plug,7 reviews,https://shop.advanceautoparts.com/p/autolite-double-platinum-spark-plug-app25/5394597-P?searchTerm=Spark%20Plugs,Part # APP25,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Platinum,"5/8"" in",0.044 in,11 mm,4000,Yes,Tapered,14 mm,NA,NA,NA,NA,5394597,74,Double Platinum Spark Plug,(7 reviews),5 YR REPLACEMENT IF DEFECTIVE,5.79,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,428.46,0.001836371
Autolite Double Platinum Spark Plug,3 reviews,https://shop.advanceautoparts.com/p/autolite-double-platinum-spark-plug-app64/5394589-P?searchTerm=Spark%20Plugs,Part # APP64,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Platinum,"13/16"" in",0.044 in,19.5 mm,4000,Yes,Flat,14 mm,NA,NA,NA,NA,5394589,4,Double Platinum Spark Plug,(3 reviews),5 YR REPLACEMENT IF DEFECTIVE,5.79,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,23.16,9.93E-05
Autolite Double Platinum Spark Plug,67 reviews,https://shop.advanceautoparts.com/p/autolite-double-platinum-spark-plug-app3924/5394570-P?searchTerm=Spark%20Plugs,Part # APP3924,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Platinum,"5/8"" in",0.044 in,19.5 mm,4000,Yes,Flat,14 mm,NA,NA,NA,NA,5394570,185,Double Platinum Spark Plug,(67 reviews),5 YR REPLACEMENT IF DEFECTIVE,5.79,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,1071.15,0.004590929
Autolite Single Platinum Spark Plug,55 reviews,https://shop.advanceautoparts.com/p/autolite-single-platinum-spark-plug-ap5245/5394562-P?searchTerm=Spark%20Plugs,Part # AP5245,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Nickel,16 mm,1.1 mm,17 mm,4000,Yes,Tapered,14 mm,NA,NA,NA,NA,5394562,248,Single Platinum Spark Plug,(55 reviews),4 YR REPLACEMENT IF DEFECTIVE,3.99,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,989.52,0.004241064
Autolite Single Platinum Spark Plug,2 reviews,https://shop.advanceautoparts.com/p/autolite-single-platinum-spark-plug-ap5125/5394554-P?searchTerm=Spark%20Plugs,Part # AP5125,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Nickel,21 mm,1.1 mm,14 mm,4000,Yes,Tapered,18 mm,NA,NA,NA,NA,5394554,43,Single Platinum Spark Plug,(2 reviews),4 YR REPLACEMENT IF DEFECTIVE,3.99,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,171.57,0.000735
Autolite Single Platinum Spark Plug,68 reviews,https://shop.advanceautoparts.com/p/autolite-single-platinum-spark-plug-ap985/5394546-P?searchTerm=Spark%20Plugs,Part # AP985,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Nickel,16 mm,0.9 mm,19.5 mm,4000,Yes,Flat,14 mm,NA,NA,NA,NA,5394546,175,Single Platinum Spark Plug,(68 reviews),4 YR REPLACEMENT IF DEFECTIVE,3.99,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,698.25,0.002992686
ACDelco Conventional Spark Plug,2 reviews,https://shop.advanceautoparts.com/p/acdelco-conventional-spark-plug-cr45ts/5394244-P?searchTerm=Spark%20Plugs,Part # CR45TS,[],Copper,Nickel,NA,NA,1,Single Prong Electrode,NA,05-Aug,0.04 in,0.431 in,NA,Yes,Tapered,0.551 in,NA,NA,Single,5,5394244,27,Conventional Spark Plug,(2 reviews),2 YR REPLACEMENT IF DEFECTIVE,3.19,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,86.13,0.000369
Autolite Copper Resistor Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-5243/5394228-P?searchTerm=Spark%20Plugs,Part # 5243,[],Copper,Nickel,Stud,Nickel,1,Tapered,Nickel,"5/8"" in",0.044 in,17 mm,4000,Yes,Tapered,14 mm,NA,NA,NA,NA,5394228,0,Copper Resistor Spark Plug,(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.99,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0,0
Autolite Copper Resistor Spark Plug,45 reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-4164/5394171-P?searchTerm=Spark%20Plugs,Part # 4164,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"11/16"" in",0.03 in,19.5 mm,5000,Yes,Flat,12 mm,NA,NA,NA,NA,5394171,136,Copper Resistor Spark Plug,(45 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.69,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,365.84,0.001567983
Autolite Copper Resistor Spark Plug,50 reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-3923/5394163-P?searchTerm=Spark%20Plugs,Part # 3923,[],Copper,Nickel,Stud,Nickel,1,Tapered,Nickel,"5/8"" in",0.044 in,19.5 mm,4000,Yes,Flat,14 mm,NA,NA,NA,NA,5394163,277,Copper Resistor Spark Plug,(50 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.99,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,828.23,0.003549778
Autolite Single Platinum Spark Plug,16 reviews,https://shop.advanceautoparts.com/p/autolite-single-platinum-spark-plug-ap5144/5394104-P?searchTerm=Spark%20Plugs,Part # AP5144,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Nickel,16 mm,1.4 mm,20.5 mm,4000,Yes,Tapered,14 mm,NA,NA,NA,NA,5394104,53,Single Platinum Spark Plug,(16 reviews),4 YR REPLACEMENT IF DEFECTIVE,3.99,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,211.47,0.000906
Autolite Single Platinum Spark Plug,13 reviews,https://shop.advanceautoparts.com/p/autolite-single-platinum-spark-plug-ap5143/5394090-P?searchTerm=Spark%20Plugs,Part # AP5143,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Nickel,16 mm,1.4 mm,20.5 mm,4000,Yes,Tapered,14 mm,NA,NA,NA,NA,5394090,35,Single Platinum Spark Plug,(13 reviews),4 YR REPLACEMENT IF DEFECTIVE,3.99,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,139.65,0.000599
Autolite Single Platinum Spark Plug,1 review,https://shop.advanceautoparts.com/p/autolite-single-platinum-spark-plug-ap666/5393981-P?searchTerm=Spark%20Plugs,Part # AP666,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Nickel,16 mm,1.5 mm,11 mm,4000,Yes,Tapered,14 mm,NA,NA,NA,NA,5393981,4,Single Platinum Spark Plug,(1 reviews),4 YR REPLACEMENT IF DEFECTIVE,3.99,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,15.96,6.84E-05
Autolite Single Platinum Spark Plug,8 reviews,https://shop.advanceautoparts.com/p/autolite-single-platinum-spark-plug-ap646/5393957-P?searchTerm=Spark%20Plugs,Part # AP646,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Nickel,21 mm,1.3 mm,19.5 mm,NA,Yes,Flat,14 mm,NA,NA,NA,NA,5393957,0,Single Platinum Spark Plug,(8 reviews),4 YR REPLACEMENT IF DEFECTIVE,3.99,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0,0
Autolite Single Platinum Spark Plug,42 reviews,https://shop.advanceautoparts.com/p/autolite-single-platinum-spark-plug-ap605/5393949-P?searchTerm=Spark%20Plugs,Part # AP605,[],Platinum,Platinum,Stud,Nickel,1,Tapered,Nickel,16 mm,1.5 mm,17 mm,4000,Yes,Tapered,14 mm,NA,NA,NA,NA,5393949,122,Single Platinum Spark Plug,(42 reviews),4 YR REPLACEMENT IF DEFECTIVE,3.99,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,486.78,0.00208633
