title,count_of_reviews,product_url,part_number,product_description,center_electrode_core_material,center_electrode_tip_material,electrical_terminal_type,ground_electrode_core_material,ground_electrode_quantity,ground_electrode_tip_design,ground_electrode_tip_material,hex_size,pre_gap_size,reach,resistance,resistor_type,seat_type,thread_diameter,electrode_core_material,electrode_tip_material,ground_configuration,manufacturer_heat_range,product_title,product_attributes,product_reviews,product_warranty,product_reg_price,skuid,search_term,category,units_sold,sale_price,price_tier,revenue,market_share
NGK Laser Iridium Spark Plug (ILZKR7B-11S),68 reviews,https://shop.advanceautoparts.com/p/ngk-laser-iridium-spark-plug-ilzkr7b-11s-5787/11000324-P?searchTerm=Spark%20Plugs,Part # 5787,[],Copper Core,Iridium,,Nickel Core,1.0,Standard,,5/8 in,,26.5 mm,,,Gasket,12 mm,,,Standard,7,NGK,Laser Iridium Spark Plug (ILZKR7B-11S),(68 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$17.29,11000324,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,37.0,17.29,0-50$,639.73,0.027798599
Denso Spark Plug Iridium Long-Life (SK20R11),231 reviews,https://shop.advanceautoparts.com/p/denso-spark-plug-iridium-long-life-sk20r11-3297/20650324-P?searchTerm=Spark%20Plugs,Part # 3297,[],,,,,,,,,,3/4 in,,,Gasket,14 mm,Copper,0.7mm Iridium,,20,Denso,Spark Plug Iridium Long-Life (SK20R11),(231 reviews),1 YR REPLACEMENT IF DEFECTIVE,$9.99,20650324,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,71.0,9.99,0-50$,709.29,0.030821235
NGK G-Power Platinum Spark Plug (TR55GP),131 reviews,https://shop.advanceautoparts.com/p/ngk-g-power-platinum-spark-plug-tr55gp-3403/18090136-P?searchTerm=Spark%20Plugs,Part # 3403,[],Copper Core,Platinum,,Nickel Core,1.0,Trapezoid,,5/8 in,,17.5 mm,,,Tapered,14 mm,Platinum,Platinum,Standard,5,NGK,G-Power Platinum Spark Plug (TR55GP),(131 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$4.49,18090136,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,51.0,4.49,0-50$,228.99,0.00995045
NGK Standard Spark Plug (BPR6ES SOLID),8 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-bpr6es-solid-4008/18090163-P?searchTerm=Spark%20Plugs,Part # 4008,[],Copper Core,Nickel,,Nickel Core,1.0,Standard,,13/16 in,,19 mm,,,Gasket,14 mm,nickel,nickel,Standard,6,NGK,Standard Spark Plug (BPR6ES SOLID),(8 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$3.29,18090163,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,43.0,3.29,0-50$,141.47,0.006147387
NGK Iridium IX Spark Plug (BKR5EIX-11),216 reviews,https://shop.advanceautoparts.com/p/ngk-iridium-ix-spark-plug-bkr5eix-11-5464/15650078-P?searchTerm=Spark%20Plugs,Part # 5464,[],Copper Core,Iridium,,Nickel Core,1.0,Taper Cut,,5/8,,19 mm,,,Gasket,14 mm,Iridium,Iridium,Standard,5,NGK,Iridium IX Spark Plug (BKR5EIX-11),(216 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$8.99,15650078,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,94.0,8.99,0-50$,845.06,0.036720936
Autolite Double Platinum Spark Plug,82 reviews,https://shop.advanceautoparts.com/p/autolite-double-platinum-spark-plug-app5325/20650247-P?searchTerm=Spark%20Plugs,Part # APP5325,[],Platinum,Platinum,Stud,Nickel,1.0,Tapered,Platinum,"5/8"" in",0.044 in,26.5 mm,4000,Yes,Flat,14 mm,,,,,Autolite,Double Platinum Spark Plug,(82 reviews),5 YR REPLACEMENT IF DEFECTIVE,$5.79,20650247,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,74.0,5.79,0-50$,428.46,0.018618148
Autolite Single Platinum Spark Plug,175 reviews,https://shop.advanceautoparts.com/p/autolite-single-platinum-spark-plug-ap5263/15650224-P?searchTerm=Spark%20Plugs,Part # AP5263,[],Platinum,Platinum,Stud,Nickel,1.0,Tapered,Nickel,16 mm,1 mm,25 mm,4000,Yes,Tapered,14 mm,,,,,Autolite,Single Platinum Spark Plug,(175 reviews),4 YR REPLACEMENT IF DEFECTIVE,$3.99,15650224,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,67.0,3.99,0-50$,267.33,0.011616462
Autolite Copper Resistor Spark Plug,114 reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-5224/5393523-P?searchTerm=Spark%20Plugs,Part # 5224,[],Copper,Nickel,Stud,Nickel,1.0,Tapered,Nickel,"5/8"" in",0.044 in,19.5 mm,4000,Yes,Flat,14 mm,,,,,Autolite,Copper Resistor Spark Plug,(114 reviews),2 YR REPLACEMENT IF DEFECTIVE,$2.99,5393523,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,43.0,2.99,0-50$,128.57,0.005586835
Denso Spark Plug Iridium Power,40 reviews,https://shop.advanceautoparts.com/p/denso-spark-plug-iridium-power-5356/10887930-P?searchTerm=Spark%20Plugs,Part # 5356,[],,,,,,,,,,,,,,,,,,,Denso,Spark Plug Iridium Power,(40 reviews),1 YR REPLACEMENT IF DEFECTIVE,$11.79,10887930,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,14.0,11.79,0-50$,165.06,0.0071724580000000005
Motorcraft Spark Plug (AGSF22FM),88 reviews,https://shop.advanceautoparts.com/p/motorcraft-spark-plug-agsf22fm-sp-500/18090047-P?searchTerm=Spark%20Plugs,Part # SP-500,[],,,,,,,,,,0.679 in,,,Tapered,14 mm,Copper Core,Iridium Alloy,,3,Motorcraft,Spark Plug (AGSF22FM),(88 reviews),2 YR REPLACEMENT IF DEFECTIVE,$5.19,18090047,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,6.0,5.19,0-50$,31.14,0.0013531460000000002
NGK Iridium IX Spark Plug (BKR6EIX-11),763 reviews,https://shop.advanceautoparts.com/p/ngk-iridium-ix-spark-plug-bkr6eix-11-3764/15650054-P?searchTerm=Spark%20Plugs,Part # 3764,[],Copper Core,Iridium,,Nickel Core,1.0,Taper Cut,,5/8 in,,19 mm,,,Gasket,14 mm,Iridium,Iridium,Standard,6,NGK,Iridium IX Spark Plug (BKR6EIX-11),(763 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$8.99,15650054,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,22.0,8.99,0-50$,197.78,0.008594262
NGK Iridium IX Spark Plug (ZFR5FIX-11),113 reviews,https://shop.advanceautoparts.com/p/ngk-iridium-ix-spark-plug-zfr5fix-11-2477/15650045-P?searchTerm=Spark%20Plugs,Part # 2477,[],Copper Core,Iridium,,Nickel Core,1.0,Taper Cut,,5/8,,19 mm,,,Gasket,14 mm,Iridium,Iridium,Standard,5,NGK,Iridium IX Spark Plug (ZFR5FIX-11),(113 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$8.99,15650045,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,48.0,8.99,0-50$,431.52,0.018751116
ACDelco Double Platinum Spark Plug,33 reviews,https://shop.advanceautoparts.com/p/acdelco-double-platinum-spark-plug-41-902/5532345-P?searchTerm=Spark%20Plugs,Part # 41-902,[],Copper,Platinum,,,1.0,Single Prong Electrode,,5/8 in,0.060 in,0.689 in,,Yes,Tapered,14 mm,,,Single,14,ACDelco,Double Platinum Spark Plug,(33 reviews),7 YR REPLACEMENT IF DEFECTIVE,$8.59,5532345,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,6.0,8.59,0-50$,51.54,0.002239601
NGK Iridium IX Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/ngk-iridium-ix-spark-plug-93175/12101954-P?searchTerm=Spark%20Plugs,Part # 93175,[],Copper Core,Iridium,,Nickel Core,1.0,Taper Cut,,5/8 in,.044 in,26.5 in,5000 Ohms,,Flat,12 mm,,,Standard,7,NGK,Iridium IX Spark Plug,(0 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$10.29,12101954,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,6.0,10.29,0-50$,61.74,0.002682828
Motorcraft Spark Plug (AGSF22FM1),25 reviews,https://shop.advanceautoparts.com/p/motorcraft-spark-plug-agsf22fm1-sp-405/18090053-P?searchTerm=Spark%20Plugs,Part # SP-405,[],Copper core,,,Nickel alloy,,,,5/8 in,,0.679 in,,,Tapered,14 mm,Platinum alloy,Finewire,,3,Motorcraft,Spark Plug (AGSF22FM1),(25 reviews),2 YR REPLACEMENT IF DEFECTIVE,$5.19,18090053,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,20.0,5.19,0-50$,103.8,0.004510488
ACDelco Conventional Spark Plug,148 reviews,https://shop.advanceautoparts.com/p/acdelco-conventional-spark-plug-r44lts6/5392918-P?searchTerm=Spark%20Plugs,Part # R44LTS6,[],Copper,Nickel,,Nickel,1.0,Single Prong Electrode,,5/8in,0.06 in,0.679 in,,Yes,Conical,14 mm,,,Single,4,ACDelco,Conventional Spark Plug,(148 reviews),2 YR REPLACEMENT IF DEFECTIVE,$3.19,5392918,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,32.0,3.19,0-50$,102.08,0.004435748
,,https://shop.advanceautoparts.com/p/denso-spark-plug-iridium-power-ikh20-5344/20650535-P?searchTerm=Spark%20Plugs,,[],,,,,,,,,,,,,,,,,,,Denso,Spark Plug Iridium Power (IKH20),(75 reviews),1 YR REPLACEMENT IF DEFECTIVE,$10.29,20650535,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,7.0,10.29,0-50$,72.03,0.0031299659999999997
E3 Premium DiamondFIRE Electrode Power sport Spark Plug,7 reviews,https://shop.advanceautoparts.com/p/e3-premium-diamondfire-electrode-power-sport-spark-plug-e3.38/99984527-P?searchTerm=Spark%20Plugs,Part # E3.38,[],,,,,,,,,,,,,,,Copper,Nickle,,,E3,Premium DiamondFIRE Electrode Power sport Spark Plug,(7 reviews),1 YR REPLACEMENT IF DEFECTIVE,$6.49,99984527,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,6.49,0-50$,0.0,0.0
Motorcraft Spark Plug (AGS32C),No Reviews,https://shop.advanceautoparts.com/p/motorcraft-spark-plug-ags32c-sp-436/89022224-P?searchTerm=Spark%20Plugs,Part # SP-436,[],,,,,,,,,,,,,,,,,,,Motorcraft,Spark Plug (AGS32C),(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,$3.49,89022224,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,3.49,0-50$,0.0,0.0
Motorcraft Spark Plug (AGS42C),No Reviews,https://shop.advanceautoparts.com/p/motorcraft-spark-plug-ags42c-sp-416/89022217-P?searchTerm=Spark%20Plugs,Part # SP-416,[],,,,,,,,,,,,,,,,,,,Motorcraft,Spark Plug (AGS42C),(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,$2.49,89022217,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,,2.49,0-50$,,
"Accel U-Groove Spark Plug, Header Plug, Pack of 8",35 reviews,https://shop.advanceautoparts.com/p/accel-u-groove-spark-plug-header-plug-pack-of-8-8199/6350021-P?searchTerm=Spark%20Plugs,Part # 8199,[],Copper,,,Nickel Alloy,1.0,,,5/8,,,,Resistor Plug,Tapered,14 mm,Copper nickel alloy,Projected Tip,,Hot,Accel,"U-Groove Spark Plug, Header Plug, Pack of 8",(35 reviews),90 DAY REPLACEMENT IF DEFECTIVE,$40.99,6350021,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,4.0,40.99,0-50$,163.96,0.007124659
"Accel U-Groove Spark Plug, Header Plug, Pack of 8",No Reviews,https://shop.advanceautoparts.com/p/accel-u-groove-spark-plug-header-plug-pack-of-8-8198/6350020-P?searchTerm=Spark%20Plugs,Part # 8198,[],Copper,,,Nickel Alloy,1.0,,,5/8,,,,Resistor Plug,Tapered,14 mm,Copper nickel alloy,Projected Tip,,Cool,Accel,"U-Groove Spark Plug, Header Plug, Pack of 8",(0 reviews),90 DAY REPLACEMENT IF DEFECTIVE,$46.99,6350020,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,46.99,0-50$,0.0,0.0
ACDelco Double Platinum Spark Plug,13 reviews,https://shop.advanceautoparts.com/p/acdelco-double-platinum-spark-plug-41-979/5650084-P?searchTerm=Spark%20Plugs,Part # 41-979,[],Copper,Platinum,,Nickel,1.0,Single Prong Electrode,,16 mm,0.063 in,0.689 in,,Yes,Tapered,14 mm,,,Single,14,ACDelco,Double Platinum Spark Plug,(13 reviews),7 YR REPLACEMENT IF DEFECTIVE,$8.99,5650084,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,8.99,0-50$,0.0,0.0
Autolite Copper Resistor Spark Plug,8 reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-4303/5532310-P?searchTerm=Spark%20Plugs,Part # 4303,[],Copper,Nickel,Removable Nut,Nickel,1.0,Tapered,Nickel,"5/8"" in",0.03 in,19.5 mm,5000,Yes,Flat,10 mm,,,,,Autolite,Copper Resistor Spark Plug,(8 reviews),2 YR REPLACEMENT IF DEFECTIVE,$2.09,5532310,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,10.0,2.09,0-50$,20.9,0.0009081810000000001
Autolite Copper Resistor Spark Plug,1 review,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-4162/5532299-P?searchTerm=Spark%20Plugs,Part # 4162,[],Copper,Nickel,Removable Nut,Nickel,1.0,Tapered,Nickel,"13/16"" in",0.028 in,19.5 mm,5000,Yes,Flat,12 mm,,,,,Autolite,Copper Resistor Spark Plug,(1 reviews),2 YR REPLACEMENT IF DEFECTIVE,$2.39,5532299,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,3.0,2.39,0-50$,7.17,0.000311563
Autolite Copper Resistor Spark Plug,9 reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-4302/5532280-P?searchTerm=Spark%20Plugs,Part # 4302,[],Copper,Nickel,Removable Nut,Nickel,1.0,Tapered,Nickel,"5/8"" in",0.03 in,19.5 mm,5000,Yes,Flat,10 mm,,,,,Autolite,Copper Resistor Spark Plug,(9 reviews),2 YR REPLACEMENT IF DEFECTIVE,$2.59,5532280,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,4.0,2.59,0-50$,10.36,0.00045018
Autolite Copper Resistor Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-4063/5532248-P?searchTerm=Spark%20Plugs,Part # 4063,[],Copper,Nickel,Removable Nut,Nickel,1.0,Tapered,Nickel,"13/16"" in",0.03 in,19.5 mm,5000,Yes,Flat,14 mm,,,,,Autolite,Copper Resistor Spark Plug,(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,$2.39,5532248,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,5.0,2.39,0-50$,11.95,0.000519271
Autolite Copper Non-Resistor Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-copper-non-resistor-spark-plug-4051/5532221-P?searchTerm=Spark%20Plugs,Part # 4051,[],Copper,Nickel,Removable Nut,Nickel,1.0,Tapered,Nickel,"13/16"" in",0.025 in,19.5 mm,1,No,Flat,14 mm,,,,,Autolite,Copper Non-Resistor Spark Plug,(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,$2.19,5532221,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,2.0,2.19,0-50$,4.38,0.000190327
Autolite Copper Resistor Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-4263/5532205-P?searchTerm=Spark%20Plugs,Part # 4263,[],Copper,Nickel,Removable Nut,Nickel,1.0,Tapered,Nickel,"13/16"" in",0.03 in,19.5 mm,5000,Yes,Flat,14 mm,,,,,Autolite,Copper Resistor Spark Plug,(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,$2.29,5532205,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,2.29,0-50$,0.0,0.0
Autolite Copper Non-Resistor Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-copper-non-resistor-spark-plug-4132/5532183-P?searchTerm=Spark%20Plugs,Part # 4132,[],Copper,Nickel,Removable Nut,Nickel,1.0,Tapered,Nickel,"13/16"" in",0.028 in,19.5 mm,1,No,Flat,12 mm,,,,,Autolite,Copper Non-Resistor Spark Plug,(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,$2.39,5532183,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,2.39,0-50$,0.0,0.0
Autolite Copper Resistor Spark Plug,1 review,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-4123/5532159-P?searchTerm=Spark%20Plugs,Part # 4123,[],Copper,Nickel,Removable Nut,Nickel,1.0,Tapered,Nickel,"13/16"" in",0.028 in,13 mm,5000,Yes,Flat,14 mm,,,,,Autolite,Copper Resistor Spark Plug,(1 reviews),2 YR REPLACEMENT IF DEFECTIVE,$2.29,5532159,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,6.0,2.29,0-50$,13.74,0.0005970530000000001
Autolite Racing Non-Resistor Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-racing-non-resistor-spark-plug-ar3911/5532124-P?searchTerm=Spark%20Plugs,Part # AR3911,[],,,,,,,,,,3/4 in,,,Gasket,14 mm,,Non Resistor,,,Autolite,Racing Non-Resistor Spark Plug,(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,$5.59,5532124,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,5.59,0-50$,0.0,0.0
Autolite Racing Non-Resistor Spark Plug,4 reviews,https://shop.advanceautoparts.com/p/autolite-racing-non-resistor-spark-plug-ar3934/5532108-P?searchTerm=Spark%20Plugs,Part # AR3934,[],,,,,,,,,,3/4 in,,,Gasket,14 mm,,Non Resistor,,,Autolite,Racing Non-Resistor Spark Plug,(4 reviews),2 YR REPLACEMENT IF DEFECTIVE,$5.39,5532108,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,5.39,0-50$,0.0,0.0
,,https://shop.advanceautoparts.com/p/autolite-racing-non-resistor-spark-plug-ar3933/5532078-P?searchTerm=Spark%20Plugs,,[],,,,,,,,,,,,,,,,,,,Autolite,Racing Non-Resistor Spark Plug,(4 reviews),2 YR REPLACEMENT IF DEFECTIVE,$4.09,5532078,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,8.0,4.09,0-50$,32.72,0.001421803
Autolite Racing Non-Resistor Spark Plug,2 reviews,https://shop.advanceautoparts.com/p/autolite-racing-non-resistor-spark-plug-ar3910/5532035-P?searchTerm=Spark%20Plugs,Part # AR3910,[],,,,,,,,,,3/4 in,,,Gasket,14 mm,,Non Resistor,,,Autolite,Racing Non-Resistor Spark Plug,(2 reviews),2 YR REPLACEMENT IF DEFECTIVE,$5.39,5532035,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,5.39,0-50$,0.0,0.0
Autolite Copper Resistor Spark Plug,8 reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-3922/5532027-P?searchTerm=Spark%20Plugs,Part # 3922,[],Copper,Nickel,Removable Nut,Nickel,1.0,Tapered,Nickel,"5/8"" in",0.04 in,19.5 mm,4000,Yes,Flat,14 mm,,,,,Autolite,Copper Resistor Spark Plug,(8 reviews),2 YR REPLACEMENT IF DEFECTIVE,$2.99,5532027,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,2.99,0-50$,0.0,0.0
Autolite Copper Resistor Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-5285/5532019-P?searchTerm=Spark%20Plugs,Part # 5285,[],Copper,Nickel,Stud,Nickel,1.0,Tapered,Nickel,"5/8"" in",0.044 in,14 mm,5000,Yes,Tapered,14 mm,,,,,Autolite,Copper Resistor Spark Plug,(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,$2.99,5532019,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,2.99,0-50$,0.0,0.0
NGK Standard Spark Plug,12 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-4322/5531950-P?searchTerm=Spark%20Plugs,Part # 4322,[],Copper Core,Nickel,,Nickel Core,1.0,Standard,,13/16 in,,12.7 mm,,,Gasket,14 mm,nickel,nickel,Standard,8,NGK,Standard Spark Plug,(12 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$3.19,5531950,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,2.0,3.19,0-50$,6.38,0.000277234
NGK Standard Spark Plug,5 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-5122/5531942-P?searchTerm=Spark%20Plugs,Part # 5122,[],Copper Core,Nickel,,Nickel Core,1.0,Standard,,13/16,,19 mm,,,Gasket,14 mm,nickel,nickel,Standard,7,NGK,Standard Spark Plug,(5 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$3.49,5531942,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,8.0,3.49,0-50$,27.92,0.001213226
NGK Standard Spark Plug,16 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-4629/5531934-P?searchTerm=Spark%20Plugs,Part # 4629,[],Copper Core,Nickel,,Nickel Core,1.0,Standard,,5/8 in,,12.7 mm,,,Gasket,10 mm,nickel,nickel,Standard,7,NGK,Standard Spark Plug,(16 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$3.19,5531934,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,10.0,3.19,0-50$,31.9,0.001386171
NGK Standard Spark Plug,6 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-7912/5531926-P?searchTerm=Spark%20Plugs,Part # 7912,[],Copper Core,Nickel,,Nickel Core,1.0,Standard,,18mm,,19 mm,,,Gasket,12 mm,nickel,nickel,Standard,7,NGK,Standard Spark Plug,(6 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$2.79,5531926,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,1.0,2.79,0-50$,2.79,0.000121236
NGK Standard Spark Plug,763 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-1034/5531918-P?searchTerm=Spark%20Plugs,Part # 1034,[],,,,,,,,,,3/4 in,,,gasket,14 mm,nickel,nickel,,7,NGK,Standard Spark Plug,(763 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$3.19,5531918,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,3.19,0-50$,0.0,0.0
NGK Standard Spark Plug,4 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-2923/5531896-P?searchTerm=Spark%20Plugs,Part # 2923,[],Copper Core,Nickel,,Nickel Core,1.0,Standard,,18mm,,19 mm,,,Gasket,12 mm,nickel,nickel,Standard,8,NGK,Standard Spark Plug,(4 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$3.19,5531896,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,9.0,3.19,0-50$,28.71,0.001247554
NGK Standard Spark Plug,763 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-5110/5531888-P?searchTerm=Spark%20Plugs,Part # 5110,[],Copper Core,Nickel,,Nickel Core,1.0,Standard,,13/16 in,,12.7 mm,,,Gasket,14 mm,nickel,nickel,Standard,7,NGK,Standard Spark Plug,(763 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$3.49,5531888,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,8.0,3.49,0-50$,27.92,0.001213226
NGK Standard Spark Plug,35 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-4929/5531845-P?searchTerm=Spark%20Plugs,Part # 4929,[],Copper Core,Nickel,,Nickel Core,1.0,Standard,,18mm,,19 mm,,,Gasket,12 mm,nickel,nickel,Standard,8,NGK,Standard Spark Plug,(35 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$2.65,5531845,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,10.0,2.65,0-50$,26.5,0.0011515219999999999
